Худ буянт ухаа2 т байр 49,3м2	120000000.00	Нисэх	49.3 м²	6	2017	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2434077.0791075053
Хороололд 2 өрөө байр	100000000.00	3, 4 хороолол	40.0 м²	1	2008	Баянгол	Лизинггүй	Ашиглалтад орсон	2500000.0
Нисэх оюу хотхон 2 өрөө 58.26м2	105000000.00	Нисэх	58.26 м²	8	2023	Хан-Уул	Лизинггүй	Ашиглалтад ороогүй	1802265.7054582904
Вива сити	74000000.00	Яармаг	30.5 м²	2	2014	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2426229.5081967213
Хан-уул дүүрэг яармаг хотын шинэ захиргааны урд	132496000.0	Яармаг	50.96 м²	6	2022	Хан-Уул	Банкны лизингтэй	Ашиглалтад орсон	2600000.0
Хангай хотхон 2 өрөө	110000000.00	Баянбүрд	37.9 м²	3	2017	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	2902374.6701846966
Баянбүрд ресидэнс хотхонд 2 өрөө байр	142260000.0	Баянбүрд	47.42 м²	15	2023	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	3000000.0
Бзд 16хороололд 2 өрөө байр	126000000.00	19-р хороолол	54.0 м²	6	2017	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2333333.3333333335
Гэмтлийн зүүн талд 2 өрөө	145000000.00	3, 4 хороолол	55.0 м²	6	2012	Баянгол	Лизинггүй	Ашиглалтад орсон	2636363.6363636362
Tomor zamd 2oroo	145000000.00	Төмөр зам	57.0 м²	8	1992	Баянгол	Лизинггүй	Ашиглалтад орсон	2543859.649122807
Ногоон төгөл хотхоны зүүн талд мичид алтай хотхон 66.43мкв 2 өрөө	212576000.00	Бусад	66.43 м²	5	2014	Баянзүрх	Лизинггүй	Ашиглалтад орсон	3199999.9999999995
Бгд 6-р бичилд 2 өрөө	122000000.00	6-р бичил	60.0 м²	9	2000	Баянгол	Лизинггүй	Ашиглалтад орсон	2033333.3333333333
Зуун айл соёмбо хотхонд 2 өрөө	149280000.00	100 айл	62.0 м²	2	2018	Сүхбаатар	Хувь лизингтэй	Ашиглалтад орсон	2407741.935483871
Арвай вилла хотхон 2 өрөө	103122000.0	Яармаг	57.29 м²	8	2023	Хан-Уул	Хувь лизингтэй	Ашиглалтад ороогүй	1800000.0
Баянбүрд 2 өрөө	160000000.00	Баянбүрд	54.0 м²	7	1990	Чингэлтэй	Лизинггүй	Ашиглалтад орсон	2962962.962962963
Хотын төв циркийн баруун талд 2 өрөө байр	200000000.00	Бусад	29.0 м²	5	1995	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	6896551.724137931
11 хороолол гал тогоо тусдаа 2 өрөө	158000000.00	11-р хороолол	60.0 м²	1	1991	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	2633333.3333333335
Garden-16 хотхонд 2 өрөө байр 53м2	132500000.0	16-р хороолол	53.0 м²	9	2023	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2500000.0
Алтай хотхон 2 өрөө	150000000.00	Алтай хотхон	54.6 м²	8	2012	Баянгол	Лизинггүй	Ашиглалтад орсон	2747252.747252747
Аман хуур хотхоны урд 2 өрөө	155000000.00	Бусад	49.85 м²	6	2013	Баянзүрх	Лизинггүй	Ашиглалтад орсон	3109327.9839518555
2 өрөө байр	115000000.00	Богд-Ар	45.66 м²	2	1980	Баянгол	Лизинггүй	Ашиглалтад орсон	2518615.8563293912
Sunshine village хотхонд 2 өрөө байр	210000000.00	Бусад	57.46 м²	2	2018	Баянзүрх	Лизинггүй	Ашиглалтад орсон	3654716.324399582
Өгөөмөр захын зүүн талд байрлалтай 42м.кв 2 өрөө	90000000.00	Өгөөмөр захын зүүн	42.0 м²	9	2013	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2142857.1428571427
Хорооллын эцэст 2 өрөө байр	125000000.00	3, 4 хороолол	40.0 м²	1	2008	Баянгол	Лизинггүй	Ашиглалтад орсон	3125000.0
Бзд газарчин дээд сургуулийн урд 2өрөө байр	65000000.00	16-р хороолол	40.0 м²	1	2005	Баянзүрх	Лизинггүй	Ашиглалтад орсон	1625000.0
Yarmagt 2 oroo bair	140000000.00	Яармаг	54.0 м²	7	2016	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2592592.592592593
10-р хороололд 2 -өрөө	180000000.00	10-р хороолол	66.0 м²	4	2013	Баянгол	Лизинггүй	Ашиглалтад орсон	2727272.727272727
Шинэ айл худалдааны төвийн хажууд 51.01 мк 2 өрөө шинэ байр	153030000.0	Дарь Эх	51.01 м²	15	2022	Баянзүрх	Банкны лизингтэй	Ашиглалтад орсон	3000000.0
2 өрөө байр 42.24 мкв	126720000.0	100 айл	42.24 м²	5	2022	Сүхбаатар	Банкны лизингтэй	Ашиглалтад орсон	3000000.0
Жуковт 2 өрөө байр	162000000.00	15-р хороолол	61.0 м²	14	2015	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2655737.704918033
Бзд харуул алтай 55м2 2өрөө	100000000.00	Амгалан	55.0 м²	2	2015	Баянзүрх	Лизинггүй	Ашиглалтад орсон	1818181.8181818181
Спорт цогцолборын баруун талд 2өрөө	100000000.00	Нисэх	40.36 м²	8	2015	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2477700.6937561943
Хороололын эцэст 2 өрөө	168000000.00	3, 4 хороолол	51.0 м²	11	2016	Баянгол	Лизинггүй	Ашиглалтад орсон	3294117.6470588236
Их наяд-н хажууд river villa хотхонд 2 өрөө орон сууц	235000000.00	Бусад	69.67 м²	13	2021	Хан-Уул	Лизинггүй	Ашиглалтад орсон	3373044.351944883
Худ 115.н хажууд	105000000.00	Зайсан	34.0 м²	10	2012	Хан-Уул	Лизинггүй	Ашиглалтад орсон	3088235.294117647
Зайсанд шинэ мөрөөлөл хотхонд 2 өрөө байр	220000000.00	15-р хороолол	55.0 м²	7	2012	Хан-Уул	Лизинггүй	Ашиглалтад орсон	4000000.0
19 худ хажууд 41м2 2өрөө байр	120000000.00	19-р хороолол	41.0 м²	9	2006	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2926829.2682926827
100 айлд 2өрөө	145000000.00	Бусад	49.0 м²	5	2014	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	2959183.673469388
100 aild 16 r surguuliin zuun tald hyatad surguuliin urd 63 mkв 2 uruu	122000000.00	100 айл	63.0 м²	2	2012	Сүхбаатар	Банкны лизингтэй	Ашиглалтад орсон	1936507.9365079366
Кино үйлдвэрийн хойно 45мкв 2 өрөө	125000000.00	15-р хороолол	45.05 м²	5	2019	Баянзүрх	Банкны лизингтэй	Ашиглалтад орсон	2774694.783573807
Хотын төв бага тойруу mogul tower-т нүүж орохд бэлэн цоо шинэ 70 мкв 2 өрөө байр	350000000.0	Бага тойрог	70.0 м²	9	2023	Чингэлтэй	Хувь лизингтэй	Ашиглалтад орсон	5000000.0
Залууст 2 өрөө 27m2	62000000.00	5 шар	27.0 м²	7	2012	Сонгино Хайрхан	Лизинггүй	Ашиглалтад орсон	2296296.296296296
Gerlus vista	335552000.0	Бусад	59.92 м²	8	2023	Хан-Уул	Лизинггүй	Ашиглалтад орсон	5600000.0
Схд 2өрөө 53м2	120000000.00	Толгойт	53.0 м²	7	2019	Сонгино Хайрхан	Лизинггүй	Ашиглалтад орсон	2264150.9433962265
Арцат-2 хотхонд 51.99м.кв 2 өрөө байр	130000000.00	Яармаг	51.99 м²	11	2023	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2500480.861704174
Хүүхдийн 100, өгөөж-н урд хуучны угсармалын 2өрөө байр	180000000.00	Баруун 4 зам	29.0 м²	1	1992	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	6206896.551724138
Яармаг, богд вилла хотхонд 2 өрөө орон сууц	167700000.00	Яармаг	55.0 м²	15	2021	Хан-Уул	Лизинггүй	Ашиглалтад орсон	3049090.909090909
3,4-р хороолол эцэст 2өрөө	182000000.00	3, 4 хороолол	58.0 м²	15	2020	Баянгол	Лизинггүй	Ашиглалтад орсон	3137931.0344827585
Офицерт 2 өрөө байр	87000000.00	Офицер	33.0 м²	2	2016	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2636363.6363636362
Худ нисэх пирамид хотхон	126113500.00000001	Нисэх	47.59 м²	3	2021	Хан-Уул	Банкны лизингтэй	Ашиглалтад орсон	2650000.0
Батлан хамгаалахын их сургууль хажууд 2 өрөө	85000000.00	16-р хороолол	32.0 м²	2	2013	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2656250.0
Баянмонголд 63.6 мкв 2 өрөө	195000000.00	Баянмонгол хороолол	63.6 м²	7	2013	Баянзүрх	Банкны лизингтэй	Ашиглалтад орсон	3066037.7358490564
Хороололд шинээр ашиглалтанд орсон twin apartment 2-т 53мкв 2өрөө байр	180000000.00	3, 4 хороолол	53.0 м²	3	2023	Баянгол	Лизинггүй	Ашиглалтад орсон	3396226.4150943398
10-р хороолол тэмүүлэл хотхон 54м2 2-өрөө	138000000.00	10-р хороолол	54.0 м²	1	2014	Баянгол	Банкны лизингтэй	Ашиглалтад орсон	2555555.5555555555
Grand residence-д 2 өрөө байр	117000000.00	Офицер	47.0 м²	2	2023	Баянзүрх	Лизинггүй	Ашиглалтад ороогүй	2489361.7021276597
Хүннү вилла ресидент 2өрөө байр	199000000.00	Яармаг	49.0 м²	5	2021	Хан-Уул	Лизинггүй	Ашиглалтад орсон	4061224.4897959186
Халдвартын эцэст 2 өрөө байр	140000000.00	14-р хороолол	61.9 м²	9	2011	Баянзүрх	Банкны лизингтэй	Ашиглалтад орсон	2261712.439418417
Бзд, номинтой байранд 2 өрөө байр	145000000.00	Бусад	56.0 м²	4	2014	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2589285.714285714
Дарханд 2өрөө байр	80000000.00	Бусад	43.0 м²	2	2013	Орон нутаг	Лизинггүй	Ашиглалтад орсон	1860465.1162790698
40мянгатад 2 өрөө байр	180000000.00	40, 50 мянгат	28.0 м²	2	1998	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	6428571.428571428
Кино үйлдвэрт 2 өрөө байр	110000000.00	15-р хороолол	47.56 м²	1	2012	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2312867.9562657694
3,4-р хороололд 2 өрөө байр	98000000.00	Сансар	43.0 м²	2	2006	Баянгол	Лизинггүй	Ашиглалтад орсон	2279069.7674418604
Рцнк хажууд 57мкв 2 өрөө	180000000.00	11-р хороолол	57.0 м²	8	2012	Баянзүрх	Лизинггүй	Ашиглалтад орсон	3157894.736842105
Бзд шинэ ангаахын баруун талд 3 өрөө	175587500.0	Чулуун овоо	63.85 м²	2	2023	Баянзүрх	Хувь лизингтэй	Ашиглалтад ороогүй	2750000.0
Баянмонголд 70мкв 2 өрөө	198000000.00	Баянмонгол хороолол	69.9 м²	3	2015	Баянзүрх	Банкны лизингтэй	Ашиглалтад орсон	2832618.025751073
Victoria town 41.38mkv	110000000.00	Бусад	41.38 м²	12	2019	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2658289.028516191
Хотын төвд 2 өрөө байр	250000000.00	13-р хороолол	78.28 м²	7	2016	Баянзүрх	Лизинггүй	Ашиглалтад орсон	3193663.771078181
Эрин хороололд 2 өрөө 53м2	155000000.00	1-р хороолол	53.0 м²	5	2017	Сонгино Хайрхан	Банкны лизингтэй	Ашиглалтад орсон	2924528.3018867923
Мишээл экспогийн зүүн урд 2 өрөө байр	211750000.0	Мишээл	60.5 м²	4	2023	Хан-Уул	Лизинггүй	Ашиглалтад орсон	3500000.0
2 өрөө	129000000.00	16-р хороолол	50.0 м²	5	2018	Баянзүрх	Банкны лизингтэй	Ашиглалтад орсон	2580000.0
Нисхэд байлалтай 45.4мкв	77180000.00	Нисэх	45.4 м²	11	2022	Хан-Уул	Лизинггүй	Ашиглалтад ороогүй	1700000.0
Бзд сансар энэрэнгүй үйлстэн хотхонд 59.0м2, 2 өрөө	147500000.0	Сансар	59.0 м²	2	2022	Баянзүрх	Банкны лизингтэй	Ашиглалтад орсон	2500000.0
Дээдсийн өргөөд 2өрөө	125000000.00	Яармаг	42.0 м²	11	2022	Хан-Уул	Хувь лизингтэй	Ашиглалтад орсон	2976190.476190476
Гарден вилла-д 49м2 2өрөө байр	130000000.00	Яармаг	49.0 м²	14	2018	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2653061.224489796
Castle town luxury oron suutsand 2uruu bair	142154000.0	Дөлгөөн нуур	41.81 м²	13	2022	Сүхбаатар	Лизинггүй	Ашиглалтад ороогүй	3400000.0
Бзд эмнэлэгийн зүүн хойно 32м2 2 өрөө орон сууц	90000000.00	16-р хороолол	32.0 м²	9	2023	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2812500.0
Бичилд 2 өрөө байр	146000000.00	6-р бичил	67.0 м²	4	1999	Баянгол	Лизинггүй	Ашиглалтад орсон	2179104.4776119404
Кино үйлдвэрийн хойно өргөө_88 хотхонд 2_өрөө	161500000.00	Бусад	64.62 м²	8	2022	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2499226.2457443513
Бзд намъяанжу гудамж эрх чөлөө хотхонд 5 давхарт 58.5мкв 2 өрөө орон сууц	166000000.00	14-р хороолол	58.5 м²	5	2012	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2837606.8376068375
78-р сургуулийн хажууд 2 өрөө байр	127000000.00	3, 4 хороолол	51.0 м²	1	2008	Баянгол	Лизинггүй	Ашиглалтад орсон	2490196.0784313725
United center-т 2 өрөө байр	301600000.0	Бусад	46.4 м²	12	2019	Сүхбаатар	Хувь лизингтэй	Ашиглалтад орсон	6500000.0
220-д 2 өрөө байр	250000000.00	220 мянгат	45.0 м²	1	1980	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	5555555.555555556
Шинэ амгалан хороололд 2 өрөө орон сууц	98670000.00	Офицер	44.0 м²	4	2023	Баянзүрх	Хувь лизингтэй	Ашиглалтад ороогүй	2242500.0
Сансар e-mart	130000000.00	Сансар	52.0 м²	5	2000	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2500000.0
Шинэ яармагт 2 өрөө байр .	167400000.0	Бусад	54.0 м²	6	2023	Хан-Уул	Лизинггүй	Ашиглалтад ороогүй	3100000.0
Бзд өрнөх хороолол 2 өрөө	112340000.00	Чулуун овоо	54.8 м²	2	2023	Баянзүрх	Хувь лизингтэй	Ашиглалтад ороогүй	2050000.0
Баянбүрд резидэнст 2 өрөө 45м2	91700000.0	Баянбүрд	45.85 м²	14	2022	Сүхбаатар	Хувь лизингтэй	Ашиглалтад ороогүй	2000000.0
Жем моллын хойно 2 өрөө	174800000.0	3, 4 хороолол	46.0 м²	15	2022	Баянгол	Банкны лизингтэй	Ашиглалтад орсон	3800000.0
Ханбогд хороололд 2 өрөө	148500000.00	Яармаг	60.0 м²	1	2019	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2475000.0
Яармаг арцат өргөө 2 өрөө	105000000.00	Яармаг	52.7 м²	4	2023	Хан-Уул	Лизинггүй	Ашиглалтад ороогүй	1992409.8671726754
Garden residence хотхонд 2 өрөө	100000000.00	Бусад	36.32 м²	3	2018	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2753303.9647577093
2 өрөө	215000000.00	Яармаг	59.4 м²	11	2022	Хан-Уул	Хувь лизингтэй	Ашиглалтад орсон	3619528.6195286196
Хотын төв дөлгөөн нуурын ард 2 өрөө	159000000.00	Дөлгөөн нуур	51.5 м²	6	2023	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	3087378.640776699
Зайсан 115-р сургуулийн баруун талд 2өрөө байр	196261000.00	Бусад	63.31 м²	4	2022	Хан-Уул	Лизинггүй	Ашиглалтад орсон	3100000.0
5 шард 2 өрөө	95000000.00	5 шар	28.0 м²	2	1990	Сонгино Хайрхан	Лизинггүй	Ашиглалтад орсон	3392857.1428571427
Бзд татварын хэлстийн хажууд 2 өрөө байр	128000000.00	Офицер	44.13 м²	2	2019	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2900521.1874008607
Хотын а зэрэглэлд 10-р хороололын тэмүүлэл хотхонд 54мкв 2 өрөө байр	136000000.00	10-р хороолол	54.0 м²	1	2012	Баянгол	Банкны лизингтэй	Ашиглалтад орсон	2518518.5185185187
Seven star хотхонд 55.4 мкв 2 өрөө байр	220000000.00	11-р хороолол	55.4 м²	9	2023	Хан-Уул	Лизинггүй	Ашиглалтад ороогүй	3971119.1335740075
Залаат тур хотхон 88м.кв 2 өрөө орон сууц	430000000.00	Бусад	88.0 м²	3	2022	Баянзүрх	Хувь лизингтэй	Ашиглалтад ороогүй	4886363.636363637
Үйлдвэр үйлчилгээний зориулалттай байр	285000000.00	5-р хороолол	46.31 м²	1	1990	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	6154178.363204491
River view хотхонд 2 өрөө байр	153000000.00	Мишээл	50.0 м²	9	2023	Хан-Уул	Лизинггүй	Ашиглалтад ороогүй	3060000.0
Бзд нохойтой хөшөөний урд өрнөх хороололд 55.7мкв 2 өрөө худалдана.	150000000.00	Офицер	55.7 м²	13	2022	Баянзүрх	Банкны лизингтэй	Ашиглалтад орсон	2692998.2046678634
Бзд, 13 хороолол бөхийн өргөөний баруун талд 2 өрөө орон сууц	190000000.00	Бусад	62.1 м²	10	2015	Баянзүрх	Банкны лизингтэй	Ашиглалтад орсон	3059581.3204508857
Дөлгөөн нуурт 3сард орох 2өрөө байр	105000000.00	Дөлгөөн нуур	41.5 м²	2	2023	Сүхбаатар	Лизинггүй	Ашиглалтад ороогүй	2530120.481927711
Бгд 25-р эмийн сан 2 өрөө байр	128000000.00	25-р эмийн сан	46.0 м²	8	2014	Баянгол	Лизинггүй	Ашиглалтад орсон	2782608.695652174
10-р хороолол 56мк 2 өрөө байр	125000000.00	10-р хороолол	56.0 м²	5	2012	Баянгол	Банкны лизингтэй	Ашиглалтад орсон	2232142.8571428573
Tumur zamd 2 uruu	168000000.00	Төмөр зам	45.16 м²	16	2022	Баянгол	Лизинггүй	Ашиглалтад орсон	3720106.2887511076
2 өрөө байр 52.26м2	125000000.00	Амгалан	52.26 м²	11	2023	Баянзүрх	Лизинггүй	Ашиглалтад ороогүй	2391886.720244929
Koyo town 52,37m2 2 uruu	151000000.00	Бусад	52.37 м²	4	2022	Баянгол	Банкны лизингтэй	NA	2883330.1508497233
Түмэн амгалан хотхонд 42м2 2 өрөө	73500000.0	Амгалан	42.0 м²	8	2023	Баянзүрх	Лизинггүй	Ашиглалтад ороогүй	1750000.0
Есөн-эрдэнэ хотхонд 2 өрөө	207336000.00	Нарны хороолол	54.57 м²	11	2022	Баянгол	Лизинггүй	Ашиглалтад орсон	3799450.247388675
Kh apartment 2 өрөө байр	226200000.00	Бусад	58.01 м²	2	2013	Хан-Уул	Лизинггүй	Ашиглалтад орсон	3899327.702120324
Нарны хороолол	247500000.0	Нарны хороолол	55.0 м²	20	2016	Баянгол	Лизинггүй	Ашиглалтад орсон	4500000.0
Офицерын ард байрлалтай 54.18м2-тай 2 өрөө байр	130000000.00	Офицер	54.0 м²	3	2023	Баянзүрх	Лизинггүй	Ашиглалтад ороогүй	2407407.407407407
2 өрөө байр	137430000.0	1-р хороолол	45.81 м²	4	2022	Сонгино Хайрхан	Лизинггүй	Ашиглалтад орсон	3000000.0
Монгол хотхонд 2 өрөө байр	115000000.00	16-р хороолол	42.73 м²	6	2015	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2691317.575473906
Натурт хийморь-13 хотхонд 47.73мкв 2 өрөө орон сууц	155000000.00	Бусад	47.73 м²	1	2018	Баянзүрх	Лизинггүй	Ашиглалтад орсон	3247433.47999162
Бзд, шинэ амгаланд 2 өрөө	88000000.00	Офицер	34.0 м²	15	2023	Баянзүрх	Лизинггүй	Ашиглалтад ороогүй	2588235.294117647
Цайз 16-д 42.99м² 2 өрөө	103176000.0	16-р хороолол	42.99 м²	1	2022	Баянзүрх	Хувь лизингтэй	Ашиглалтад орсон	2400000.0
King tower хотхонд 64мкв 2 өрөө орон сууц	230400000.00	King Tower	64.0 м²	5	2015	Хан-Уул	Лизинггүй	Ашиглалтад орсон	3600000.0
Нисэхэд 56мкв 2 өрөө	125000000.00	Нисэх	56.0 м²	8	2022	Хан-Уул	Лизинггүй	Ашиглалтад ороогүй	2232142.8571428573
Bzd 26 r horoo shin bair 2 uruu 42m2 uragshaa harsan	148995000.00	Бусад	42.0 м²	9	2023	Баянзүрх	Лизинггүй	Ашиглалтад ороогүй	3547500.0
1р хороололд гал тогоо тусдаа 2 өрөө байр	120000000.00	1-р хороолол	36.0 м²	1	1990	Сонгино Хайрхан	Банкны лизингтэй	Ашиглалтад орсон	3333333.3333333335
Улаанхуаранд гал тогоо тусдаа 2 өрөө	120000000.00	16-р хороолол	55.0 м²	4	1988	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2181818.1818181816
Дөлгөөн нуур 2өрөө байр	120000000.00	Дөлгөөн нуур	14.0 м²	14	2022	Сүхбаатар	Банкны лизингтэй	Ашиглалтад орсон	8571428.57142857
25-р эмийн санд 2 өрөө	125000000.00	Төмөр зам	54.0 м²	1	2007	Баянгол	Лизинггүй	Ашиглалтад орсон	2314814.814814815
Худ нисэх 2 өрөө	137384000.0	Нисэх	52.84 м²	6	2023	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2600000.0
Алтай хотхонд 2өрөө	175000000.00	Алтай хотхон	55.0 м²	10	2022	Баянгол	Лизинггүй	Ашиглалтад орсон	3181818.1818181816
Яармаг хүннү молын урд new garden хотхонд 2 өрөө	250000000.00	Бусад	71.0 м²	1	2022	Хан-Уул	Банкны лизингтэй	Ашиглалтад орсон	3521126.76056338
Дөлгөөн нуур 3 хотхонд 49мкв 2 өрөө	152400000.00	Дөлгөөн нуур	49.0 м²	6	2022	Сүхбаатар	Лизинггүй	Ашиглалтад ороогүй	3110204.0816326533
Кайду сити хотхонд 2 өрөө байр	171815000.00	Бусад	49.09 м²	8	2023	Баянзүрх	Лизинггүй	Ашиглалтад ороогүй	3499999.9999999995
Төмөр замд 2 өрөө байр	140000000.00	Төмөр зам	58.0 м²	8	1998	Баянгол	Лизинггүй	Ашиглалтад орсон	2413793.103448276
10-р хороолол баялаг хотхонд 52м2 2 өрөө байр	145000000.00	10-р хороолол	52.0 м²	2	2006	Баянгол	Лизинггүй	Ашиглалтад орсон	2788461.5384615385
2 өрөө байр	120000000.00	Офицер	43.0 м²	12	2010	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2790697.6744186045
Түмэн наст хотхонд 2 өрөө орон сууц	179520000.00	14-р хороолол	65.28 м²	11	2014	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2750000.0
Гранд маршалл вилла 2 өрөө	176000000.00	2 - 7 буудал	54.0 м²	1	2023	Баянзүрх	Лизинггүй	Ашиглалтад ороогүй	3259259.2592592593
3-р хороололд 2өрөө	86000000.00	3, 4 хороолол	29.0 м²	3	2012	Баянгол	Лизинггүй	Ашиглалтад ороогүй	2965517.2413793104
Төмөр замд 2 өрөө байр 40м.кв өргөтгөлтэй	105000000.00	Төмөр зам	46.8 м²	1	2012	Баянгол	Лизинггүй	Ашиглалтад орсон	2243589.7435897435
69 р сургуулийн ард хотол апартмэнт хотхон 57m2	150202000.0	15-р хороолол	57.77 м²	12	2023	Баянзүрх	Банкны лизингтэй	Ашиглалтад ороогүй	2600000.0
Москва хороолол 2 өрөө байр	122000000.00	1-р хороолол	48.0 м²	6	2013	Сонгино Хайрхан	Лизинггүй	Ашиглалтад орсон	2541666.6666666665
2 өрөө 57м2	145000000.00	16-р хороолол	57.51 м²	8	2017	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2521300.6433663713
Bzd 16r horoo gangariin bair	130000000.00	16-р хороолол	44.0 м²	4	2015	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2954545.4545454546
River villa хотхонд 2 өрөө орон сууц 69.67m2	235000000.00	Бусад	69.67 м²	13	2022	Баянзүрх	Лизинггүй	Ашиглалтад орсон	3373044.351944883
Сансар 12 хороололд 2 өрөө байр 29м2	160000000.00	14-р хороолол	29.0 м²	4	1980	Баянзүрх	Лизинггүй	Ашиглалтад орсон	5517241.379310345
50 мянгатад 2 өрөө байр	165000000.00	40, 50 мянгат	50.0 м²	2	1990	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	3300000.0
Зайсан соёмботой уулын хажууд астра вилла хотхонд 2 өрөө 63м2	163800000.0	Зайсан	63.0 м²	2	2022	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2600000.0
Худ 19 хороололд 2 өрөө байр	176320000.0	19-р хороолол	46.4 м²	8	2018	Хан-Уул	Лизинггүй	Ашиглалтад орсон	3800000.0
51m2 shine 2 uruu	145350000.0	Яармаг	51.0 м²	10	2023	Хан-Уул	Лизинггүй	Ашиглалтад орсон	2850000.0
Баянзүрх хотхонд - 39мкв 2 өрөө байр	103500000.00	Офицер	39.0 м²	3	2009	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2653846.153846154
Хан виллад 4 сард ашиглалтанд орох 2өрөө	128800000.0	Яармаг	46.0 м²	16	2023	Хан-Уул	Лизинггүй	Ашиглалтад ороогүй	2800000.0
Erdenet.d 2uruu	115000000.00	Бусад	57.0 м²	1	2015	Орон нутаг	Лизинггүй	Ашиглалтад орсон	2017543.8596491227
хан уул 2 өрөө байр	192416000.0	Бусад	60.13 м²	12	2023	Хан-Уул	Лизинггүй	Ашиглалтад орсон	3200000.0
Бгд 20 -хороо эрин хороолол 53.5 мкв 2 өрөө	153000000.00	1-р хороолол	53.0 м²	4	2017	Баянгол	Лизинггүй	Ашиглалтад орсон	2886792.452830189
Uguumrin hajuud 2 uruu bair	134700000.00	Өгөөмөр захын зүүн	44.9 м²	2	2021	Баянзүрх	Лизинггүй	Ашиглалтад орсон	3000000.0
Бзд 2 өрөө байр	135000000.00	15-р хороолол	48.55 м²	10	2022	Баянзүрх	Банкны лизингтэй	Ашиглалтад орсон	2780638.516992791
Гангарын ногоон төгөл 2 өрөө	185000000.00	13-р хороолол	59.6 м²	3	2012	Баянзүрх	Лизинггүй	Ашиглалтад орсон	3104026.8456375836
2 өрөө байр	85000000.00	Бусад	34.0 м²	4	2017	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2500000.0
59,89 мкв 2 өрөө байр	131758000.00	Бусад	60.0 м²	2	2023	Хан-Уул	Лизинггүй	Ашиглалтад ороогүй	2195966.6666666665
Яармаг encanto orange таун 2өрөө	153000000.00	Яармаг	51.28 м²	15	2019	Хан-Уул	Хувь лизингтэй	Ашиглалтад орсон	2983619.344773791
Хүүхдийн 100 гал тогоо тусдаа	210000000.00	Тээврийн товчоо	54.0 м²	3	1990	Сүхбаатар	Лизинггүй	Ашиглалтад орсон	3888888.888888889
Модны 2 одод хотхонд 2 өрөө	264000000.0	Бусад	55.0 м²	4	2022	Баянгол	Лизинггүй	Ашиглалтад орсон	4800000.0
Жуковд поларис хотхонд 2 өрөө байр 44.7m2	119000000.00	15-р хороолол	44.7 м²	12	2020	Баянзүрх	Лизинггүй	Ашиглалтад орсон	2662192.393736018
Төмөр замд 2 өрөө байр	153000000.00	Төмөр зам	50.0 м²	11	2022	Баянгол	Хувь лизингтэй	Ашиглалтад орсон	3060000.0
Koyo townd 52,37мкв 2 өрөө орон сууц	167584000.00	Бусад	52.0 м²	10	2022	Баянгол	Банкны лизингтэй	Ашиглалтад орсон	3222769.230769231
2өрөө байр	135000000.00	1-р хороолол	52.5 м²	8	2016	Баянгол	Лизинггүй	Ашиглалтад орсон	2571428.5714285714
Шинэ хороолол	148581000.0	3, 4 хороолол	55.03 м²	5	2023	Баянгол	Хувь лизингтэй	Ашиглалтад ороогүй	2700000.0
